,inaction,disengage,engage
0,-5.0,0.0,0.0
1,-6.666666666666667,0.0,0.0
2,-7.5,0.0,0.0
3,-7.5,-4.5,0.0
4,-7.5,-4.5,0.0
5,-7.5,-4.5,0.0
6,-7.5,-4.5,-4.5
7,-7.5,-4.5,-4.666666666666667
8,-7.5,-4.5,-4.25
9,-7.5,-6.0,-4.25
10,-7.5,-6.0,-4.25
11,-7.5,-6.0,-4.25
12,-7.5,-6.0,-5.4
13,-7.5,-6.0,-5.5
14,-7.5,-6.0,-5.285714285714286
15,-7.5,-6.25,-5.285714285714286
16,-7.5,-6.25,-5.285714285714286
17,-7.5,-6.25,-5.285714285714286
18,-7.5,-6.4,-5.285714285714286
19,-7.5,-6.4,-5.285714285714286
20,-7.5,-6.4,-5.285714285714286
21,-7.8,-6.4,-5.285714285714286
22,-8.0,-6.4,-5.285714285714286
23,-8.142857142857142,-6.4,-5.285714285714286
24,-8.142857142857142,-7.0,-5.285714285714286
25,-8.142857142857142,-7.0,-5.285714285714286
26,-8.142857142857142,-7.0,-5.285714285714286
27,-8.142857142857142,-7.0,-5.875
28,-8.142857142857142,-7.0,-5.888888888888889
29,-8.142857142857142,-7.0,-5.7
30,-8.142857142857142,-7.285714285714286,-5.7
31,-8.142857142857142,-7.285714285714286,-5.7
32,-8.142857142857142,-7.285714285714286,-5.7
33,-8.142857142857142,-7.25,-5.7
34,-8.142857142857142,-7.25,-5.7
35,-8.142857142857142,-7.25,-5.7
36,-8.142857142857142,-7.25,-5.818181818181818
37,-8.142857142857142,-7.25,-5.583333333333333
38,-8.142857142857142,-7.25,-5.230769230769231
39,-8.0,-7.25,-5.230769230769231
40,-7.888888888888889,-7.25,-5.230769230769231
41,-7.8,-7.25,-5.230769230769231
42,-7.8,-7.222222222222222,-5.230769230769231
43,-7.8,-7.222222222222222,-5.230769230769231
44,-7.8,-7.222222222222222,-5.230769230769231
45,-7.8,-7.5,-5.230769230769231
46,-7.8,-7.5,-5.230769230769231
47,-7.8,-7.5,-5.230769230769231
48,-7.8,-7.5,-5.428571428571429
49,-7.8,-7.5,-5.333333333333333
50,-7.8,-7.5,-5.125
51,-7.8,-7.5,-5.235294117647059
52,-7.8,-7.5,-5.111111111111111
53,-7.8,-7.5,-4.894736842105263
54,-7.8,-7.454545454545454,-4.894736842105263
55,-7.8,-7.454545454545454,-4.894736842105263
56,-7.8,-7.454545454545454,-4.894736842105263
57,-7.909090909090909,-7.454545454545454,-4.894736842105263
58,-8.0,-7.454545454545454,-4.894736842105263
59,-8.076923076923077,-7.454545454545454,-4.894736842105263
60,-8.076923076923077,-7.583333333333333,-4.894736842105263
61,-8.076923076923077,-7.583333333333333,-4.894736842105263
62,-8.076923076923077,-7.583333333333333,-4.894736842105263
63,-8.076923076923077,-7.6923076923076925,-4.894736842105263
64,-8.076923076923077,-7.6923076923076925,-4.894736842105263
65,-8.076923076923077,-7.6923076923076925,-4.894736842105263
